Date,Close,Lag_1,Lag_2,Lag_3,SMA_7
2024-07-26,96.73,99.2,99.9,100.75,98.36428571428571
2024-07-29,93.4,96.73,99.2,99.9,98.00857142857144
2024-07-30,99.09,93.4,96.73,99.2,98.40285714285713
2024-07-31,97.82,99.09,93.4,96.73,98.12714285714286
2024-08-01,98.13,97.82,99.09,93.4,97.75285714285714
2024-08-02,97.69,98.13,97.82,99.09,97.43714285714285
2024-08-05,95.36,97.69,98.13,97.82,96.88857142857141
2024-08-06,96.21,95.36,97.69,98.13,96.81428571428572
2024-08-07,98.35,96.21,95.36,97.69,97.52142857142857
2024-08-08,96.85,98.35,96.21,95.36,97.20142857142856
2024-08-09,97.09,96.85,98.35,96.21,97.09714285714286
2024-08-12,98.03,97.09,96.85,98.35,97.08285714285714
2024-08-13,100.69,98.03,97.09,96.85,97.51142857142858
2024-08-14,99.81,100.69,98.03,97.09,98.14714285714285
2024-08-15,99.28,99.81,100.69,98.03,98.58571428571429
2024-08-16,97.85,99.28,99.81,100.69,98.5142857142857
2024-08-19,98.78,97.85,99.28,99.81,98.79
2024-08-20,99.47,98.78,97.85,99.28,99.13
2024-08-21,100.19,99.47,98.78,97.85,99.43857142857144
2024-08-22,96.64,100.19,99.47,98.78,98.86
2024-08-23,96.47,96.64,100.19,99.47,98.38285714285715
2024-08-26,99.09,96.47,96.64,100.19,98.35571428571428
2024-08-27,96.88,99.09,96.47,96.64,98.21714285714286
2024-08-28,97.02,96.88,99.09,96.47,97.96571428571428
2024-08-29,96.02,97.02,96.88,99.09,97.47285714285715
2024-08-30,91.48,96.02,97.02,96.88,96.22857142857143
2024-09-02,86.1,91.48,96.02,97.02,94.72285714285714
2024-09-03,86.23,86.1,91.48,96.02,93.25999999999999
2024-09-04,89.03,86.23,86.1,91.48,91.82285714285715
2024-09-05,87.2,89.03,86.23,86.1,90.43999999999998
2024-09-06,87.3,87.2,89.03,86.23,89.05142857142856
2024-09-09,90.9,87.3,87.2,89.03,88.32000000000001
2024-09-10,88.89,90.9,87.3,87.2,87.95
2024-09-11,87.2,88.89,90.9,87.3,88.10714285714286
2024-09-12,86.2,87.2,88.89,90.9,88.10285714285715
2024-09-13,87.14,86.2,87.2,88.89,87.83285714285715
2024-09-16,88.62,87.14,86.2,87.2,88.03571428571429
2024-09-17,90.1,88.62,87.14,86.2,88.4357142857143
2024-09-18,87.93,90.1,88.62,87.14,88.01142857142857
2024-09-19,88.53,87.93,90.1,88.62,87.96000000000001
2024-09-20,89.35,88.53,87.93,90.1,88.26714285714284
2024-09-23,91.96,89.35,88.53,87.93,89.09
2024-09-24,92.65,91.96,89.35,88.53,89.87714285714286
2024-09-25,90.83,92.65,91.96,89.35,90.19285714285715
2024-09-26,90.76,90.83,92.65,91.96,90.28714285714285
2024-09-27,90.57,90.76,90.83,92.65,90.66428571428571
2024-09-30,89.03,90.57,90.76,90.83,90.73571428571428
2024-10-01,87.52,89.03,90.57,90.76,90.4742857142857
2024-10-02,86.16,87.52,89.03,90.57,89.64571428571428
2024-10-03,87.23,86.16,87.52,89.03,88.87142857142858
2024-10-04,86.63,87.23,86.16,87.52,88.27142857142857
2024-10-07,86.43,86.63,87.23,86.16,87.65285714285714
2024-10-08,85.85,86.43,86.63,87.23,86.97857142857141
2024-10-09,89.79,85.85,86.43,86.63,87.08714285714287
2024-10-10,86.16,89.79,85.85,86.43,86.89285714285714
2024-10-11,85.61,86.16,89.79,85.85,86.81428571428572
2024-10-14,86.7,85.61,86.16,89.79,86.73857142857143
2024-10-15,86.67,86.7,85.61,86.16,86.74428571428572
2024-10-16,85.82,86.67,86.7,85.61,86.65714285714284
2024-10-17,85.09,85.82,86.67,86.7,86.54857142857144
2024-10-18,84.84,85.09,85.82,86.67,85.84142857142857
2024-10-21,84.71,84.84,85.09,85.82,85.63428571428572
2024-10-22,83.58,84.71,84.84,85.09,85.3442857142857
2024-10-23,82.22,83.58,84.71,84.84,84.7042857142857
2024-10-24,82.64,82.22,83.58,84.71,84.12857142857142
2024-10-25,79.89,82.64,82.22,83.58,83.28142857142858
2024-10-28,76.2,79.89,82.64,82.22,82.01142857142858
2024-10-29,77.45,76.2,79.89,82.64,80.95571428571428
2024-10-30,76.19,77.45,76.2,79.89,79.73857142857142
2024-10-31,75.25,76.19,77.45,76.2,78.54857142857144
2024-11-01,76.62,75.25,76.19,77.45,77.74857142857142
